order,urn,name,name_acronym,party,party_acronym,vote,sim_seed,extraction_rank,bandeja_destino,sim_id,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,conteo_orden,conteo_rol,conteo_z
71,urn2,Luis Aragón,LA,Acción Popular,AP,INDETERMINADO,3785,46,bandeja1,1,0.133002,4.076846,0.095788,-10.69,14.86,27.52,47,OPCION 2,5.1
65,urn2,María Taipe,MT,Perú Libre,PL,OPCION 4,3785,49,bandeja1,1,0.061694,4.038813,0.109165,-8.31,33.18,42.64,48,OPCION 4,5.2
66,urn2,Nivardo Tello,NT,Perú Libre,PL,OPCION 4,3785,51,bandeja1,1,-0.159281,3.999245,0.096145,-51.54,-31.34,36.17,49,OPCION 4,5.3
69,urn2,Carlos Zeballos,CZ,Bloque Democrático Popular,BDP,INDETERMINADO,3785,48,bandeja1,1,-0.050783,4.011313,0.118483,-1.3,0.29,10.05,50,OPCION 4,5.4
62,urn2,Eduardo Salhuana,ES,Alianza para el Progreso,APP,INDETERMINADO,3785,50,bandeja1,1,0.033655,3.979095,0.095926,-176.55,20.88,1.68,51,OPCION 2,5.5
58,urn2,Tania Ramírez,TR,Fuerza Popular,FP,INDETERMINADO,3785,53,bandeja2,1,0.01059,-3.875244,0.050006,-179.9,0.03,-7.49,52,OPCION 2,5.6
63,urn2,Wilson Soto,WS,Acción Popular,AP,INDETERMINADO,3785,55,bandeja2,1,0.104949,-3.917576,0.051694,-0.3,0.0,45.49,53,OPCION 2,5.7
61,urn2,Magaly Ruíz,MR,Alianza para el Progreso,APP,INDETERMINADO,3785,57,bandeja2,1,0.046863,-3.839438,0.06224,74.94,-1.49,-15.3,54,OPCION 2,5.8
56,urn2,Wilson Quispe,WQ,Juntos por el Perú,JPP,OPCION 4,3785,52,bandeja2,1,0.008823,-4.142693,0.04733,-0.47,-0.07,4.76,55,OPCION 4,5.9
55,urn2,Segundo Quiroz,SQ,Alianza para el Progreso,APP,INDETERMINADO,3785,58,bandeja2,1,-0.012711,-4.006954,0.050005,0.05,-0.03,-17.51,56,OPCION 2,6.0
60,urn2,Silvana Robles,SR,Bancada Socialista,BS,OPCION 4,3785,54,bandeja2,1,-0.034863,-3.91486,0.049839,-0.08,0.08,-9.95,57,OPCION 4,6.1
59,urn2,Janet Rivas,JR,Perú Libre,PL,OPCION 4,3785,56,bandeja2,1,-0.004417,-4.048481,0.049957,-0.05,-0.04,-17.51,58,OPCION 4,6.2
53,urn2,Luis Picón,LP,Podemos Perú,PP,INDETERMINADO,3785,59,bandeja2,1,0.023883,-3.886738,0.078151,16.44,8.53,-17.99,59,OPCION 2,6.3
54,urn2,Kelly Portalatino,KP,Perú Libre,PL,OPCION 4,3785,60,bandeja2,1,-0.017459,-4.082935,0.08855,-6.26,-0.12,2.52,60,OPCION 4,6.4
48,urn2,Francis Paredes,FP,Podemos Perú,PP,INDETERMINADO,3785,61,bandeja2,1,-0.057818,-4.089334,0.04999,-180.0,-0.01,0.53,61,OPCION 2,6.5
57,urn2,Jaime Quito,JQ,Bancada Socialista,BS,OPCION 4,3785,64,bandeja2,1,0.121048,-4.096012,0.046711,6.71,6.36,59.0,62,OPCION 4,6.6
49,urn2,Karol Paredes,KP,Avanza País,AvP,INDETERMINADO,3785,62,bandeja2,1,-0.139078,-4.048081,0.052906,-0.12,1.54,18.15,63,OPCION 4,6.7
51,urn2,Susel Paredes,SP,Bloque Democrático Popular,BDP,INDETERMINADO,3785,63,bandeja2,1,-0.027262,-4.129615,0.056617,-170.53,-1.93,1.63,64,OPCION 4,6.8
50,urn2,Alex Paredes,AP,Somos Perú,SP,INDETERMINADO,3785,65,bandeja2,1,0.131052,-4.015955,0.048448,0.14,-0.03,43.06,65,OPCION 2,6.9
42,urn2,Martha Moyano,MM,Fuerza Popular,FP,INDETERMINADO,3785,66,bandeja2,1,0.116644,-4.001562,0.058295,-179.45,-0.02,43.06,66,OPCION 4,7.0
45,urn2,Ariana Orué,AO,Podemos Perú,PP,INDETERMINADO,3785,67,bandeja2,1,-0.076383,-3.896566,0.067357,-179.83,-30.2,-10.39,67,OPCION 4,7.1
44,urn2,Leslie Olivos,LO,Fuerza Popular,FP,INDETERMINADO,3785,68,bandeja2,1,0.0752,-3.985204,0.048451,0.16,-0.04,43.08,68,OPCION 2,7.2
52,urn2,Alfredo Sinche,AS,Bancada Socialista,BS,OPCION 4,3785,72,bandeja2,1,-0.019124,-3.82799,0.06806,72.89,0.1,6.41,69,OPCION 4,7.3
47,urn2,Javier Padilla,JP,Honor y Democracia,HyD,INDETERMINADO,3785,69,bandeja2,1,-0.132639,-4.035722,0.074198,-3.88,31.33,10.89,70,OPCION 4,7.4
40,urn2,Jorge Morante,JM,Somos Perú,SP,INDETERMINADO,3785,70,bandeja2,1,-0.120581,-4.109888,0.066238,90.04,0.02,-49.71,71,OPCION 2,7.5
37,urn2,Isaac Mita,IM,Perú Libre,PL,OPCION 4,3785,76,bandeja2,1,0.028793,-3.932622,0.073475,-88.48,10.97,-17.92,72,OPCION 4,7.6
38,urn2,Silvia Monteza,SM,Acción Popular,AP,INDETERMINADO,3785,71,bandeja2,1,0.120636,-4.073483,0.058221,25.54,0.78,-136.84,73,OPCION 2,7.7
36,urn2,Elizabeth Medina,EM,Somos Perú,SP,INDETERMINADO,3785,73,bandeja2,1,-0.119935,-4.014495,0.076446,118.56,-1.65,-76.26,74,OPCION 4,7.8
35,urn2,Pedro Martínez,PM,Acción Popular,AP,OPCION 2,3785,78,bandeja2,1,-0.027413,-4.092306,0.067735,-0.06,0.03,1.32,75,OPCION 2,7.9
46,urn2,Flor Medina,FM,No agrupado,NA,INDETERMINADO,3785,74,bandeja2,1,0.023865,-3.952103,0.077805,-88.26,20.68,-17.72,76,OPCION 4,8.0
31,urn2,Nieves Limachi,NL,Juntos por el Perú,JPP,OPCION 4,3785,81,bandeja2,1,0.130924,-3.976975,0.0754,-141.3,-2.34,-16.91,77,OPCION 4,8.1
41,urn2,Juan Mori,JM,Acción Popular,FP,INDETERMINADO,3785,75,bandeja2,1,-0.14923,-3.966403,0.049213,-1.09,-0.59,77.0,78,OPCION 2,8.2
39,urn2,Jorge Montoya,JM,Honor y Democracia,HyD,INDETERMINADO,3785,77,bandeja2,1,0.095314,-4.118874,0.079478,3.55,-0.92,42.03,79,OPCION 4,8.3
30,urn2,Elva Julon,EJ,Alianza para el Progreso,APP,INDETERMINADO,3785,79,bandeja2,1,-0.006694,-4.035049,0.069883,-0.12,-0.05,-9.11,80,OPCION 4,8.4
33,urn2,Jeny López,JL,Fuerza Popular,FP,INDETERMINADO,3785,80,bandeja2,1,0.067121,-4.00198,0.075223,-3.74,-6.97,-23.36,81,OPCION 2,8.5
32,urn2,Juan Lizarzaburu,JL,Alianza para el Progreso,APP,INDETERMINADO,3785,82,bandeja2,1,0.005302,-4.149989,0.077242,-3.53,0.13,-177.61,82,VICIADO,8.6
43,urn2,Alejandro Muñante,AM,Renovación Popular,RP,INDETERMINADO,3785,83,bandeja2,1,-0.103459,-3.985492,0.068677,61.5,-0.0,104.63,83,OPCION 2,8.7
26,urn2,Noelia Herrera,NH,Renovación Popular,RP,INDETERMINADO,3785,84,bandeja2,1,-0.079713,-4.12222,0.105619,11.63,-7.09,-18.47,84,OPCION 2,8.8
20,urn2,Victor Cutipa,VC,Juntos por el Perú,JPP,OPCION 4,3785,87,bandeja2,1,0.149133,-4.034648,0.089949,31.97,-0.46,40.06,85,OPCION 4,8.9
23,urn2,Jhaec Espinoza,JE,Podemos Perú,PP,INDETERMINADO,3785,85,bandeja2,1,-0.095607,-4.121349,0.118769,13.29,-2.84,-37.5,86,OPCION 4,9.0
34,urn2,José Luna,JL,Podemos Perú,PP,INDETERMINADO,3785,86,bandeja2,1,-0.114991,-3.886346,0.069601,-28.56,-16.32,52.83,87,OPCION 4,9.1
27,urn2,Raúl Huamán,RH,Fuerza Popular,FP,INDETERMINADO,3785,88,bandeja2,1,0.115953,-3.917268,0.072075,150.32,3.97,-37.12,88,OPCION 4,9.2
29,urn2,Heidy Juárez,HJ,Podemos Perú,PP,INDETERMINADO,3785,89,bandeja2,1,-0.108057,-3.889938,0.092159,26.53,-167.12,45.05,89,OPCION 4,9.3
25,urn2,Paul Gutiérrez,PG,Somos Perú,SP,INDETERMINADO,3785,90,bandeja2,1,0.107416,-3.862601,0.072035,103.9,6.08,145.34,90,VICIADO,9.4
24,urn2,Diana Gonzáles,DG,Avanza País,AvP,INDETERMINADO,3785,91,bandeja2,1,-0.026539,-4.062333,0.102858,-8.97,-2.89,-14.48,91,OPCION 4,9.5
18,urn2,Miguel Ciccia,MC,Renovación Popular,RP,INDETERMINADO,3785,92,bandeja2,1,0.085986,-3.88591,0.124188,-135.42,2.71,-40.03,92,OPCION 4,9.6
19,urn2,María Córdova,MC,Renovación Popular,RP,INDETERMINADO,3785,93,bandeja2,1,-0.046188,-3.967443,0.065878,-34.74,4.34,-11.34,93,OPCION 2,9.7
28,urn2,María Jáuregui,MJ,Renovación Popular,RP,INDETERMINADO,3785,94,bandeja2,1,-0.087898,-4.033477,0.070223,-0.07,-118.43,14.63,94,OPCION 2,9.8
22,urn2,Gladys Echaíz,GE,Honor y Democracia,HyD,INDETERMINADO,3785,95,bandeja2,1,0.035509,-3.893734,0.112418,44.6,2.74,-40.07,95,OPCION 2,9.9
16,urn2,Eduardo Castillo,EC,Fuerza Popular,FP,INDETERMINADO,3785,96,bandeja2,1,-0.063738,-3.9605,0.090596,-34.18,-0.46,-19.1,96,OPCION 4,10.0
14,urn2,Juan Burgos,JB,Podemos Perú,PP,INDETERMINADO,3785,97,bandeja2,1,0.08834,-4.079732,0.092288,129.62,-0.38,39.75,97,OPCION 4,10.1
13,urn2,Guido Bellido,GR,Podemos Perú,FP,INDETERMINADO,3785,98,bandeja2,1,0.108385,-3.957264,0.108931,-114.76,13.63,-41.54,98,OPCION 2,10.2
15,urn2,Ernesto Bustamante,EB,Fuerza Popular,FP,INDETERMINADO,3785,99,bandeja2,1,0.030579,-4.158179,0.098051,-115.49,-7.43,13.29,99,OPCION 2,10.3
17,urn2,Roberto Chiabra,RC,Alianza para el Progreso,APP,INDETERMINADO,3785,100,bandeja2,1,0.094737,-3.972798,0.109933,-85.25,17.91,-43.56,100,OPCION 4,10.4
3,urn2,Ilich López,IL,Acción Popular,AP,OPCION 2,3785,104,bandeja2,1,0.011145,-4.00453,0.101767,63.02,-20.01,-42.92,101,OPCION 2,10.5
21,urn2,Raúl Doroteo,RD,No agrupado,NA,INDETERMINADO,3785,101,bandeja2,1,0.045901,-3.978708,0.101255,82.55,-5.94,-14.02,102,OPCION 4,10.6
11,urn2,Rosangella Barbarán,RB,Fuerza Popular,FP,INDETERMINADO,3785,102,bandeja2,1,0.072686,-4.022595,0.10314,35.57,25.71,-63.51,103,OPCION 2,10.7
10,urn2,Alfredo Azurín,AA,Somos Perú,SP,INDETERMINADO,3785,103,bandeja2,1,0.001412,-4.102338,0.133992,4.8,65.69,-100.55,104,OPCION 2,10.8
4,urn2,Lady Camones,LC,Alianza para el Progreso,APP,INDETERMINADO,3785,105,bandeja2,1,0.068641,-4.051108,0.109452,38.04,-31.64,9.36,105,OPCION 2,10.9
8,urn2,Rosselli Amuruz,RA,Avanza País,AvP,INDETERMINADO,3785,106,bandeja2,1,-0.051113,-4.027003,0.147371,-9.47,-2.31,-2.33,106,OPCION 2,11.0
7,urn2,Carlos Alva,CA,Acción Popular,AP,INDETERMINADO,3785,107,bandeja2,1,-0.044235,-4.01366,0.126044,21.39,-4.65,-16.68,107,OPCION 4,11.1
6,urn2,Maria del Carmen Alva,MCA,Acción Popular,AP,OPCION 2,3785,112,bandeja2,1,-0.13282,-3.921273,0.120721,21.06,20.73,158.31,108,OPCION 2,11.2
2,urn2,Waldemar Cerrón,WC,Perú Libre,PL,OPCION 4,3785,113,bandeja2,1,-0.010904,-3.9795,0.142262,-9.49,-2.33,-2.32,109,OPCION 4,11.3
12,urn2,Diego Bazán,DB,Renovación Popular,RP,INDETERMINADO,3785,108,bandeja2,1,-0.017945,-4.020629,0.10752,51.38,-4.25,-16.11,110,OPCION 4,11.4
9,urn2,José Arriola,JA,Podemos Perú,PP,INDETERMINADO,3785,109,bandeja2,1,-0.040103,-3.852318,0.106589,1.79,4.59,116.84,111,OPCION 4,11.5
1,urn2,Fernando Rospigliosi,FR,Fuerza Popular,FP,INDETERMINADO,3785,110,bandeja2,1,-0.03463,-3.920703,0.111758,-161.79,-13.09,5.09,112,OPCION 2,11.6
5,urn2,Alejandro Cavero,AC,Avanza País,AvP,INDETERMINADO,3785,111,bandeja2,1,-0.035839,-3.932529,0.128834,-160.45,-11.07,-0.85,113,OPCION 4,11.7
40,urn1,Patricia Chirinos,PC,Renovación Popular,RP,OPCION 4,2607,1,bandeja1,2,0.096551,3.899925,0.05475,6.38,9.71,52.51,1,OPCION 4,0.5
39,urn1,Segundo Acuña,SA,Honor y Democracia,HyD,INDETERMINADO,2607,2,bandeja1,2,-0.012765,4.124685,0.044782,0.1,0.07,-18.16,2,OPCION 2,0.6
31,urn1,Jhakeline Ugarte,JU,Juntos por el Perú,JPP,OPCION 4,2607,4,bandeja1,2,0.117091,4.067304,0.044701,-179.98,-0.01,-62.59,3,OPCION 4,0.7
30,urn1,Adriana Tudela,AT,Avanza País,AvP,INDETERMINADO,2607,3,bandeja1,2,0.054762,4.15443,0.061382,-175.23,11.48,-31.26,4,OPCION 2,0.8
27,urn1,Abel Reyes,AR,Perú Libre,PL,OPCION 4,2607,8,bandeja1,2,-0.016653,4.070657,0.044871,0.08,0.03,-18.13,5,OPCION 4,0.9
37,urn1,Óscar Zea,OZ,Somos Perú,SP,INDETERMINADO,2607,5,bandeja1,2,-0.018423,3.922078,0.049961,-0.05,-0.02,-14.46,6,OPCION 4,1.0
38,urn1,Mary Acuña,MA,Alianza para el Progreso,APP,INDETERMINADO,2607,6,bandeja1,2,-0.038419,3.86757,0.050312,0.08,0.07,-14.37,7,OPCION 4,1.1
36,urn1,Norma Yarrow,NY,Renovación Popular,RP,INDETERMINADO,2607,7,bandeja1,2,-0.010346,4.14115,0.059699,0.08,0.02,148.49,8,OPCION 4,1.2
35,urn1,José Williams,JW,Avanza País,AvP,INDETERMINADO,2607,9,bandeja1,2,-0.043279,4.090224,0.05987,0.2,-0.01,-17.67,9,OPCION 4,1.3
33,urn1,Elías Varas,EV,Juntos por el Perú,JPP,OPCION 4,2607,14,bandeja1,2,-0.022479,3.852196,0.096911,150.64,2.1,-17.56,10,OPCION 4,1.4
24,urn1,Segundo Montalvo,SM,Perú Libre,PL,INDETERMINADO,2607,10,bandeja1,2,-0.062866,3.855177,0.081654,-29.27,-3.6,-20.92,11,OPCION 4,1.5
23,urn1,Esdras Medina,EM,Renovación Popular,RP,INDETERMINADO,2607,11,bandeja1,2,-0.003996,3.96166,0.047544,0.0,0.02,-14.48,12,OPCION 2,1.6
29,urn1,Rosio Torres,RT,Alianza para el Progreso,APP,INDETERMINADO,2607,12,bandeja1,2,-0.057193,4.027675,0.052783,12.18,0.19,-17.69,13,OPCION 2,1.7
28,urn1,Magally Santisteban,MS,Fuerza Popular,FP,INDETERMINADO,2607,13,bandeja1,2,0.044493,3.827352,0.09211,4.94,-97.26,97.59,14,OPCION 4,1.8
34,urn1,Elvis Vergara,EV,Acción Popular,AP,INDETERMINADO,2607,15,bandeja1,2,0.123997,3.947654,0.065002,-24.44,-7.3,15.84,15,OPCION 2,1.9
32,urn1,Héctor Valer,HV,Somos Perú,SP,INDETERMINADO,2607,16,bandeja1,2,-0.100758,4.117509,0.057793,1.35,-3.08,42.86,16,OPCION 4,2.0
25,urn1,Auristela Obando,AO,Fuerza Popular,FP,INDETERMINADO,2607,17,bandeja1,2,0.128621,4.0824,0.091751,-30.02,-2.39,-58.63,17,OPCION 4,2.1
22,urn1,Jorge Marticorena,JM,Alianza para el Progreso,APP,INDETERMINADO,2607,18,bandeja1,2,0.113593,4.101007,0.081046,-29.89,3.54,-48.34,18,OPCION 4,2.2
20,urn1,Judith Laura,JL,Podemos Perú,PP,INDETERMINADO,2607,19,bandeja1,2,0.105355,4.084333,0.072606,0.15,2.54,-50.15,19,OPCION 2,2.3
21,urn1,George Málaga,GM,No agrupado,NA,INDETERMINADO,2607,20,bandeja1,2,-0.015842,3.900543,0.084431,0.27,-0.04,-10.12,20,OPCION 4,2.4
14,urn1,Alex Flores,AF,Bancada Socialista,BS,OPCION 4,2607,25,bandeja1,2,-0.080341,4.111268,0.08548,3.27,-5.48,-49.23,21,OPCION 4,2.5
19,urn1,Patricia Juárez,PJ,Fuerza Popular,FP,INDETERMINADO,2607,21,bandeja1,2,0.003567,3.893464,0.074501,0.38,0.03,-14.02,22,OPCION 2,2.6
17,urn1,Nelcy Heidinger,NH,Alianza para el Progreso,APP,INDETERMINADO,2607,22,bandeja1,2,-0.012147,3.905133,0.064681,0.5,-0.02,-14.26,23,OPCION 2,2.7
11,urn1,Pasión Dávila,PD,Bancada Socialista,BS,OPCION 4,2607,28,bandeja1,2,0.080835,4.009678,0.060915,-141.54,-1.87,-14.69,24,OPCION 4,2.8
16,urn1,Idelso García,IG,Alianza para el Progreso,APP,INDETERMINADO,2607,23,bandeja1,2,-0.012736,3.878437,0.105473,17.6,-0.04,158.97,25,OPCION 4,2.9
4,urn1,Luis Alegría,LA,Fuerza Popular,FP,OPCION 2,2607,30,bandeja1,2,0.108755,4.055163,0.054715,-179.99,0.09,-17.12,26,OPCION 2,3.0
15,urn1,Víctor Flores,VF,Fuerza Popular,FP,INDETERMINADO,2607,24,bandeja1,2,-0.067027,4.048822,0.067041,-17.76,0.37,-17.81,27,OPCION 2,3.1
12,urn1,Hamlet Echeverría,HE,Juntos por el Perú,JPP,OPCION 4,2607,31,bandeja1,2,0.05027,3.994658,0.08677,36.42,-13.44,0.43,28,OPCION 4,3.2
18,urn1,Mery Infantes,MI,Fuerza Popular,FP,INDETERMINADO,2607,26,bandeja1,2,0.10675,3.952523,0.079188,-164.86,-5.83,19.07,29,OPCION 2,3.3
9,urn1,Flavio Cruz,FC,Perú Libre,PL,OPCION 4,2607,33,bandeja1,2,-0.117606,3.956095,0.059748,-179.99,-16.54,11.51,30,OPCION 4,3.4
5,urn1,José Balcázar,JB,Perú Libre,PL,OPCION 4,2607,34,bandeja1,2,-0.077251,4.018999,0.075225,37.33,-9.64,-5.01,31,OPCION 4,3.5
13,urn1,Jorge Flores,JF,Alianza para el Progreso,APP,INDETERMINADO,2607,27,bandeja1,2,-0.136372,4.046268,0.047943,4.29,-5.6,-12.92,32,OPCION 4,3.6
1,urn1,María Agüero,MA,Perú Libre,PL,OPCION 4,2607,37,bandeja1,2,-0.161066,4.007965,0.067361,78.14,-24.67,-0.66,33,OPCION 4,3.7
26,urn1,César Revilla,CR,Fuerza Popular,FP,INDETERMINADO,2607,29,bandeja1,2,0.069272,3.963826,0.069943,117.13,17.13,17.96,34,OPCION 4,3.8
