order,urn,name,name_acronym,party,party_acronym,vote,estrato_visual,color_rgba,sim_seed,extraction_rank,bandeja_destino,sim_id,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,conteo_orden,conteo_rol,conteo_z
25,urn1,Auristela Obando,AO,Fuerza Popular,FP,INDETERMINADO,Cluster_3,"(0.2, 0.5, 1.0, 1.0)",1931,13,bandeja1,20,-0.005327,4.053306,0.064048,1.04,-10.41,7.72,45,OPCION 2,4.9
26,urn1,César Revilla,CR,Fuerza Popular,FP,INDETERMINADO,Cluster_3,"(0.2, 0.5, 1.0, 1.0)",1931,8,bandeja1,20,-0.021055,3.958511,0.067989,12.25,-7.22,-46.36,46,OPCION 2,5.0
28,urn1,Magally Santisteban,MS,Fuerza Popular,FP,INDETERMINADO,Cluster_3,"(0.2, 0.5, 1.0, 1.0)",1931,5,bandeja1,20,0.031205,3.957307,0.061209,-8.53,-12.38,52.05,47,OPCION 2,5.1
40,urn1,Patricia Chirinos,PC,Renovación Popular,RP,OPCION 4,Cluster_4,"(1.0, 0.8, 0.0, 1.0)",1931,4,bandeja1,20,0.042452,3.987166,0.057648,0.12,-14.04,18.35,48,OPCION 4,5.2
33,urn1,Elías Varas,EV,Juntos por el Perú,JPP,OPCION 4,Cluster_4,"(1.0, 0.8, 0.0, 1.0)",1931,2,bandeja1,20,-0.006354,4.04922,0.054231,-0.39,-10.28,18.26,49,OPCION 4,5.3
38,urn1,Mary Acuña,MA,Alianza para el Progreso,APP,INDETERMINADO,Cluster_4,"(1.0, 0.8, 0.0, 1.0)",1931,6,bandeja1,20,0.000563,3.956291,0.063309,9.64,-11.17,-25.74,50,OPCION 4,5.4
29,urn1,Rosio Torres,RT,Alianza para el Progreso,APP,INDETERMINADO,Cluster_3,"(0.2, 0.5, 1.0, 1.0)",1931,3,bandeja1,20,0.053583,4.027028,0.053291,-14.32,-0.35,107.61,51,OPCION 2,5.5
3,urn2,Ilich López,IL,Acción Popular,AP,OPCION 2,Cluster_5,"(0.8, 0.2, 1.0, 1.0)",1931,113,bandeja2,20,0.038735,-3.980052,0.336483,19.43,24.46,9.63,52,OPCION 2,5.6
4,urn2,Lady Camones,LC,Alianza para el Progreso,APP,INDETERMINADO,Cluster_5,"(0.8, 0.2, 1.0, 1.0)",1931,109,bandeja2,20,-0.012434,-3.949089,0.304777,-36.73,-24.91,-54.34,53,OPCION 2,5.7
1,urn2,Fernando Rospigliosi,FR,Fuerza Popular,FP,INDETERMINADO,Cluster_5,"(0.8, 0.2, 1.0, 1.0)",1931,112,bandeja2,20,-0.01456,-3.987492,0.317178,-32.57,14.61,-8.85,54,OPCION 2,5.8
5,urn2,Alejandro Cavero,AC,Avanza País,AvP,INDETERMINADO,Cluster_5,"(0.8, 0.2, 1.0, 1.0)",1931,107,bandeja2,20,-0.008788,-3.955407,0.28329,-32.0,-16.09,-54.32,55,OPCION 4,5.9
18,urn2,Miguel Ciccia,MC,Renovación Popular,RP,INDETERMINADO,Cluster_6,"(0.0, 1.0, 1.0, 1.0)",1931,102,bandeja2,20,0.014922,-4.044285,0.259179,123.62,18.74,-20.14,56,OPCION 2,6.0
9,urn2,José Arriola,JA,Podemos Perú,PP,INDETERMINADO,Cluster_5,"(0.8, 0.2, 1.0, 1.0)",1931,105,bandeja2,20,-0.012011,-3.951922,0.270228,-31.62,-16.84,-55.67,57,OPCION 4,6.1
12,urn2,Diego Bazán,DB,Renovación Popular,RP,INDETERMINADO,Cluster_6,"(0.0, 1.0, 1.0, 1.0)",1931,103,bandeja2,20,0.029849,-3.941126,0.253999,-88.12,-8.03,-53.97,58,OPCION 4,6.2
21,urn2,Raúl Doroteo,RD,No agrupado,NA,INDETERMINADO,Cluster_7,"(1.0, 0.5, 0.0, 1.0)",1931,98,bandeja2,20,0.060861,-3.939771,0.267649,-63.63,56.75,-30.1,59,OPCION 2,6.3
2,urn2,Waldemar Cerrón,WC,Perú Libre,PL,OPCION 4,Cluster_5,"(0.8, 0.2, 1.0, 1.0)",1931,111,bandeja2,20,0.00114,-4.006622,0.274455,-30.88,16.94,-5.44,60,OPCION 4,6.4
15,urn2,Ernesto Bustamante,EB,Fuerza Popular,FP,INDETERMINADO,Cluster_6,"(0.0, 1.0, 1.0, 1.0)",1931,106,bandeja2,20,0.001552,-3.968451,0.263224,-32.04,-15.95,-54.11,61,OPCION 2,6.5
17,urn2,Roberto Chiabra,RC,Alianza para el Progreso,APP,INDETERMINADO,Cluster_6,"(0.0, 1.0, 1.0, 1.0)",1931,97,bandeja2,20,0.065157,-3.953842,0.247152,-73.88,29.14,-44.62,62,OPCION 4,6.6
8,urn2,Rosselli Amuruz,RA,Avanza País,AvP,INDETERMINADO,Cluster_5,"(0.8, 0.2, 1.0, 1.0)",1931,104,bandeja2,20,0.003577,-3.971706,0.24219,-27.79,-7.9,-54.05,63,OPCION 4,6.7
14,urn2,Juan Burgos,JB,Podemos Perú,PP,INDETERMINADO,Cluster_6,"(0.0, 1.0, 1.0, 1.0)",1931,96,bandeja2,20,0.061237,-3.952066,0.215166,-75.85,-3.1,-53.67,64,OPCION 4,6.8
6,urn2,Maria del Carmen Alva,MCA,Acción Popular,AP,OPCION 2,Cluster_5,"(0.8, 0.2, 1.0, 1.0)",1931,110,bandeja2,20,-0.001785,-3.971631,0.232776,-25.24,14.18,-11.99,65,OPCION 2,6.9
11,urn2,Rosangella Barbarán,RB,Fuerza Popular,FP,INDETERMINADO,Cluster_6,"(0.0, 1.0, 1.0, 1.0)",1931,100,bandeja2,20,0.023332,-3.960447,0.207955,-27.66,-8.35,-55.12,66,OPCION 4,7.0
40,urn2,Jorge Morante,JM,Somos Perú,SP,INDETERMINADO,Cluster_8,"(1.0, 0.4, 0.7, 1.0)",1931,90,bandeja2,20,-0.044711,-4.044865,0.23069,39.51,-10.36,-39.69,67,OPCION 4,7.1
26,urn2,Noelia Herrera,NH,Renovación Popular,RP,INDETERMINADO,Cluster_7,"(1.0, 0.5, 0.0, 1.0)",1931,91,bandeja2,20,-0.046578,-4.038081,0.21986,40.54,-2.21,-49.73,68,OPCION 2,7.2
10,urn2,Alfredo Azurín,AA,Somos Perú,SP,INDETERMINADO,Cluster_5,"(0.8, 0.2, 1.0, 1.0)",1931,99,bandeja2,20,0.025283,-3.958661,0.195444,-27.8,-8.85,-55.92,69,OPCION 4,7.3
22,urn2,Gladys Echaíz,GE,Honor y Democracia,HyD,INDETERMINADO,Cluster_7,"(1.0, 0.5, 0.0, 1.0)",1931,95,bandeja2,20,0.019871,-3.956805,0.185203,-17.51,23.66,12.29,70,OPCION 4,7.4
23,urn2,Jhaec Espinoza,JE,Podemos Perú,PP,INDETERMINADO,Cluster_7,"(1.0, 0.5, 0.0, 1.0)",1931,93,bandeja2,20,0.02395,-3.953998,0.171709,-28.85,-4.19,-47.51,71,OPCION 2,7.5
16,urn2,Eduardo Castillo,EC,Fuerza Popular,FP,INDETERMINADO,Cluster_6,"(0.0, 1.0, 1.0, 1.0)",1931,89,bandeja2,20,-0.044388,-4.041074,0.2068,40.08,-6.01,-45.13,72,OPCION 4,7.6
7,urn2,Carlos Alva,CA,Acción Popular,AP,INDETERMINADO,Cluster_5,"(0.8, 0.2, 1.0, 1.0)",1931,108,bandeja2,20,-0.075792,-3.96116,0.203693,63.11,-59.26,-100.99,73,OPCION 2,7.7
31,urn2,Nieves Limachi,NL,Juntos por el Perú,JPP,OPCION 4,Cluster_8,"(1.0, 0.4, 0.7, 1.0)",1931,76,bandeja2,20,0.01581,-3.957024,0.153328,-28.74,-4.79,-49.1,74,OPCION 4,7.8
13,urn2,Guido Bellido,GR,Podemos Perú,FP,INDETERMINADO,Cluster_6,"(0.0, 1.0, 1.0, 1.0)",1931,94,bandeja2,20,0.014919,-3.962141,0.16711,-11.0,27.2,26.75,75,OPCION 2,7.9
44,urn2,Leslie Olivos,LO,Fuerza Popular,FP,INDETERMINADO,Cluster_9,"(0.6, 1.0, 0.2, 1.0)",1931,57,bandeja2,20,0.086592,-3.959389,0.125949,-101.76,-94.95,-50.08,76,OPCION 4,8.0
24,urn2,Diana Gonzáles,DG,Avanza País,AvP,INDETERMINADO,Cluster_7,"(1.0, 0.5, 0.0, 1.0)",1931,87,bandeja2,20,-0.04435,-4.033823,0.197613,1.44,-40.47,35.63,77,OPCION 4,8.1
28,urn2,María Jáuregui,MJ,Renovación Popular,RP,INDETERMINADO,Cluster_7,"(1.0, 0.5, 0.0, 1.0)",1931,81,bandeja2,20,-0.05938,-3.941244,0.170467,-58.65,-63.16,26.6,78,OPCION 2,8.2
20,urn2,Victor Cutipa,VC,Juntos por el Perú,JPP,OPCION 4,Cluster_6,"(0.0, 1.0, 1.0, 1.0)",1931,101,bandeja2,20,0.043112,-4.060944,0.176783,56.39,39.92,10.77,79,OPCION 4,8.3
50,urn2,Alex Paredes,AP,Somos Perú,SP,INDETERMINADO,Cluster_9,"(0.6, 1.0, 0.2, 1.0)",1931,77,bandeja2,20,0.020412,-3.955617,0.140027,-28.03,-8.09,-55.42,80,OPCION 4,8.4
36,urn2,Elizabeth Medina,EM,Somos Perú,SP,INDETERMINADO,Cluster_8,"(1.0, 0.4, 0.7, 1.0)",1931,75,bandeja2,20,0.002874,-3.95464,0.134883,-5.84,28.85,37.71,81,OPCION 2,8.5
58,urn2,Tania Ramírez,TR,Fuerza Popular,FP,INDETERMINADO,Cluster_10,"(0.5, 0.5, 0.5, 1.0)",1931,59,bandeja2,20,0.071766,-3.954795,0.106288,-89.49,-0.32,-60.2,82,VICIADO,8.6
45,urn2,Ariana Orué,AO,Podemos Perú,PP,INDETERMINADO,Cluster_9,"(0.6, 1.0, 0.2, 1.0)",1931,71,bandeja2,20,0.011224,-3.95686,0.121641,-28.51,-6.96,-52.63,83,OPCION 2,8.7
19,urn2,María Córdova,MC,Renovación Popular,RP,INDETERMINADO,Cluster_6,"(0.0, 1.0, 1.0, 1.0)",1931,92,bandeja2,20,-0.050477,-4.033063,0.180781,31.43,-26.35,-17.03,84,OPCION 2,8.8
57,urn2,Jaime Quito,JQ,Bancada Socialista,BS,OPCION 4,Cluster_10,"(0.5, 0.5, 0.5, 1.0)",1931,55,bandeja2,20,0.014223,-3.958658,0.067646,4.33,-1.56,-48.6,85,OPCION 4,8.9
52,urn2,Alfredo Sinche,AS,Bancada Socialista,BS,OPCION 4,Cluster_10,"(0.5, 0.5, 0.5, 1.0)",1931,66,bandeja2,20,0.00176,-4.098148,0.116815,75.98,-92.63,12.78,86,OPCION 4,9.0
56,urn2,Wilson Quispe,WQ,Juntos por el Perú,JPP,OPCION 4,Cluster_10,"(0.5, 0.5, 0.5, 1.0)",1931,58,bandeja2,20,0.009331,-3.958075,0.076642,4.87,-1.8,-45.87,87,OPCION 4,9.1
59,urn2,Janet Rivas,JR,Perú Libre,PL,OPCION 4,Cluster_10,"(0.5, 0.5, 0.5, 1.0)",1931,56,bandeja2,20,0.019679,-3.96034,0.087451,5.67,-1.08,-53.64,88,OPCION 4,9.2
27,urn2,Raúl Huamán,RH,Fuerza Popular,FP,INDETERMINADO,Cluster_7,"(1.0, 0.5, 0.0, 1.0)",1931,82,bandeja2,20,0.049901,-4.043134,0.107478,55.43,-30.2,54.16,89,OPCION 4,9.3
55,urn2,Segundo Quiroz,SQ,Alianza para el Progreso,APP,INDETERMINADO,Cluster_10,"(0.5, 0.5, 0.5, 1.0)",1931,68,bandeja2,20,-0.025195,-3.967267,0.092382,38.12,-5.11,-48.7,90,VICIADO,9.4
51,urn2,Susel Paredes,SP,Bloque Democrático Popular,BDP,INDETERMINADO,Cluster_10,"(0.5, 0.5, 0.5, 1.0)",1931,84,bandeja2,20,0.064984,-4.037761,0.167323,39.58,-55.59,77.97,91,OPCION 4,9.5
33,urn2,Jeny López,JL,Fuerza Popular,FP,INDETERMINADO,Cluster_8,"(1.0, 0.4, 0.7, 1.0)",1931,85,bandeja2,20,0.061915,-4.035855,0.146169,34.26,-53.7,84.81,92,OPCION 4,9.6
48,urn2,Francis Paredes,FP,Podemos Perú,PP,INDETERMINADO,Cluster_9,"(0.6, 1.0, 0.2, 1.0)",1931,64,bandeja2,20,-0.039318,-3.971353,0.093626,38.48,-7.08,-46.07,93,OPCION 2,9.7
32,urn2,Juan Lizarzaburu,JL,Alianza para el Progreso,APP,INDETERMINADO,Cluster_8,"(1.0, 0.4, 0.7, 1.0)",1931,88,bandeja2,20,-0.046143,-4.030737,0.172482,6.56,-39.7,26.1,94,OPCION 2,9.8
53,urn2,Luis Picón,LP,Podemos Perú,PP,INDETERMINADO,Cluster_10,"(0.5, 0.5, 0.5, 1.0)",1931,63,bandeja2,20,-0.054683,-4.013081,0.099952,-21.96,-34.79,70.75,95,OPCION 2,9.9
25,urn2,Paul Gutiérrez,PG,Somos Perú,SP,INDETERMINADO,Cluster_7,"(1.0, 0.5, 0.0, 1.0)",1931,86,bandeja2,20,-0.04686,-4.032511,0.158483,-2.23,-40.53,40.0,96,OPCION 4,10.0
37,urn2,Isaac Mita,IM,Perú Libre,PL,OPCION 4,Cluster_8,"(1.0, 0.4, 0.7, 1.0)",1931,83,bandeja2,20,0.049925,-4.044037,0.126397,-54.85,-31.45,-165.23,97,OPCION 4,10.1
39,urn2,Jorge Montoya,JM,Honor y Democracia,HyD,INDETERMINADO,Cluster_8,"(1.0, 0.4, 0.7, 1.0)",1931,74,bandeja2,20,0.032453,-4.024032,0.092239,55.64,26.52,17.74,98,OPCION 2,10.2
34,urn2,José Luna,JL,Podemos Perú,PP,INDETERMINADO,Cluster_8,"(1.0, 0.4, 0.7, 1.0)",1931,79,bandeja2,20,0.04636,-4.033713,0.084731,59.58,2.44,33.42,99,OPCION 2,10.3
60,urn2,Silvana Robles,SR,Bancada Socialista,BS,OPCION 4,Cluster_10,"(0.5, 0.5, 0.5, 1.0)",1931,52,bandeja2,20,0.035845,-3.964501,0.058379,3.29,-1.57,-49.14,100,OPCION 4,10.4
41,urn2,Juan Mori,JM,Acción Popular,FP,INDETERMINADO,Cluster_9,"(0.6, 1.0, 0.2, 1.0)",1931,80,bandeja2,20,0.047946,-4.031928,0.106098,60.15,-6.26,38.32,101,OPCION 2,10.5
54,urn2,Kelly Portalatino,KP,Perú Libre,PL,OPCION 4,Cluster_10,"(0.5, 0.5, 0.5, 1.0)",1931,70,bandeja2,20,-0.05433,-4.022814,0.108333,27.5,-30.79,-9.84,102,OPCION 4,10.6
35,urn2,Pedro Martínez,PM,Acción Popular,AP,OPCION 2,Cluster_8,"(1.0, 0.4, 0.7, 1.0)",1931,73,bandeja2,20,-0.051646,-4.024834,0.121323,37.75,-16.17,-34.36,103,OPCION 2,10.7
43,urn2,Alejandro Muñante,AM,Renovación Popular,RP,INDETERMINADO,Cluster_9,"(0.6, 1.0, 0.2, 1.0)",1931,67,bandeja2,20,-0.002567,-4.088374,0.095498,88.08,-95.2,0.49,104,OPCION 2,10.8
29,urn2,Heidy Juárez,HJ,Podemos Perú,PP,INDETERMINADO,Cluster_7,"(1.0, 0.5, 0.0, 1.0)",1931,72,bandeja2,20,-0.048402,-4.028851,0.133695,35.73,-20.68,-27.02,105,OPCION 2,10.9
46,urn2,Flor Medina,FM,No agrupado,NA,INDETERMINADO,Cluster_9,"(0.6, 1.0, 0.2, 1.0)",1931,65,bandeja2,20,-0.050248,-3.995327,0.099302,38.54,-11.28,-41.45,106,OPCION 2,11.0
30,urn2,Elva Julon,EJ,Alianza para el Progreso,APP,INDETERMINADO,Cluster_7,"(1.0, 0.5, 0.0, 1.0)",1931,78,bandeja2,20,-0.044588,-4.028966,0.148933,36.21,-19.51,-28.79,107,OPCION 4,11.1
49,urn2,Karol Paredes,KP,Avanza País,AvP,INDETERMINADO,Cluster_9,"(0.6, 1.0, 0.2, 1.0)",1931,61,bandeja2,20,0.049423,-3.975445,0.037323,0.75,-179.68,-73.2,108,OPCION 2,11.2
61,urn2,Magaly Ruíz,MR,Alianza para el Progreso,APP,INDETERMINADO,Cluster_11,"(0.4, 0.2, 0.0, 1.0)",1931,54,bandeja2,20,0.021089,-3.95692,0.04875,2.41,-2.13,-23.73,109,OPCION 4,11.3
38,urn2,Silvia Monteza,SM,Acción Popular,AP,INDETERMINADO,Cluster_8,"(1.0, 0.4, 0.7, 1.0)",1931,69,bandeja2,20,-0.043573,-3.988046,0.094886,39.65,-5.06,-48.29,110,OPCION 4,11.4
62,urn2,Eduardo Salhuana,ES,Alianza para el Progreso,APP,INDETERMINADO,Cluster_11,"(0.4, 0.2, 0.0, 1.0)",1931,53,bandeja2,20,-0.035179,-4.018736,0.054917,176.03,-3.45,-31.46,111,OPCION 4,11.5
47,urn2,Javier Padilla,JP,Honor y Democracia,HyD,INDETERMINADO,Cluster_9,"(0.6, 1.0, 0.2, 1.0)",1931,62,bandeja2,20,-0.036773,-4.014786,0.063659,176.78,-5.05,-47.75,112,OPCION 2,11.6
42,urn2,Martha Moyano,MM,Fuerza Popular,FP,INDETERMINADO,Cluster_9,"(0.6, 1.0, 0.2, 1.0)",1931,60,bandeja2,20,-0.004571,-4.045932,0.044893,179.3,-0.88,-0.76,113,OPCION 4,11.7
72,urn2,Margot Palacios,MP,No agrupado,NA,INDETERMINADO,Cluster_11,"(0.4, 0.2, 0.0, 1.0)",3728,43,bandeja1,21,0.003888,4.011621,0.234117,51.28,-9.56,-19.64,1,OPCION 4,0.5
73,urn2,Hilda Portero,HP,Acción Popular,AP,INDETERMINADO,Cluster_11,"(0.4, 0.2, 0.0, 1.0)",3728,49,bandeja1,21,-0.054294,3.98039,0.232978,2.08,-51.08,63.09,2,OPCION 2,0.6
66,urn2,Nivardo Tello,NT,Perú Libre,PL,OPCION 4,Cluster_11,"(0.4, 0.2, 0.0, 1.0)",3728,47,bandeja1,21,-0.04252,3.990034,0.231508,16.12,-49.67,42.11,3,OPCION 4,0.7
69,urn2,Carlos Zeballos,CZ,Bloque Democrático Popular,BDP,INDETERMINADO,Cluster_11,"(0.4, 0.2, 0.0, 1.0)",3728,41,bandeja1,21,0.009733,4.020519,0.23148,51.25,-9.61,-19.58,4,OPCION 2,0.8
1,urn1,María Agüero,MA,Perú Libre,PL,OPCION 4,Cluster_1,"(1.0, 0.2, 0.2, 1.0)",3728,40,bandeja1,21,0.031265,3.960703,0.217074,-7.51,-69.3,102.0,5,OPCION 4,0.9
67,urn2,Cheryl Trigozo,CT,Renovación Popular,RP,INDETERMINADO,Cluster_11,"(0.4, 0.2, 0.0, 1.0)",3728,44,bandeja1,21,-0.028668,3.98987,0.223202,27.81,-45.34,26.31,6,OPCION 4,1.0
6,urn1,Nilza Chacón,NC,Fuerza Popular,FP,INDETERMINADO,Cluster_1,"(1.0, 0.2, 0.2, 1.0)",3728,31,bandeja1,21,0.018052,4.057734,0.210162,-37.84,-9.63,-19.59,7,OPCION 4,1.1
62,urn2,Eduardo Salhuana,ES,Alianza para el Progreso,APP,INDETERMINADO,Cluster_11,"(0.4, 0.2, 0.0, 1.0)",3728,46,bandeja1,21,0.027347,3.947978,0.212361,-7.35,-69.32,101.8,8,OPCION 4,1.2
70,urn2,Ana Zegarra,AZ,Somos Perú,SP,INDETERMINADO,Cluster_11,"(0.4, 0.2, 0.0, 1.0)",3728,45,bandeja1,21,-0.05596,4.057044,0.212424,-73.76,22.74,54.08,9,OPCION 4,1.3
17,urn1,Nelcy Heidinger,NH,Alianza para el Progreso,APP,INDETERMINADO,Cluster_2,"(0.2, 0.8, 0.2, 1.0)",3728,32,bandeja1,21,0.017359,4.057578,0.197779,-36.12,-14.69,-26.47,10,OPCION 4,1.4
68,urn2,Jorge Zeballos,JZ,Renovación Popular,RP,INDETERMINADO,Cluster_11,"(0.4, 0.2, 0.0, 1.0)",3728,42,bandeja1,21,-0.015471,3.992386,0.21758,15.58,-49.82,42.84,11,OPCION 4,1.5
55,urn2,Segundo Quiroz,SQ,Alianza para el Progreso,APP,INDETERMINADO,Cluster_10,"(0.5, 0.5, 0.5, 1.0)",3728,48,bandeja1,21,0.029774,3.91047,0.199639,104.6,-92.05,3.55,12,OPCION 2,1.6
61,urn2,Magaly Ruíz,MR,Alianza para el Progreso,APP,INDETERMINADO,Cluster_11,"(0.4, 0.2, 0.0, 1.0)",3728,50,bandeja1,21,-0.003076,3.925952,0.215866,65.09,-34.0,18.49,13,OPCION 2,1.7
14,urn1,Alex Flores,AF,Bancada Socialista,BS,OPCION 4,Cluster_2,"(0.2, 0.8, 0.2, 1.0)",3728,33,bandeja1,21,0.004238,4.049483,0.192724,-37.57,-9.63,-19.57,14,OPCION 4,1.8
4,urn1,Luis Alegría,LA,Fuerza Popular,FP,OPCION 2,Cluster_1,"(1.0, 0.2, 0.2, 1.0)",3728,39,bandeja1,21,0.008339,4.014554,0.190059,-15.79,-9.6,-19.43,15,OPCION 2,1.9
57,urn2,Jaime Quito,JQ,Bancada Socialista,BS,OPCION 4,Cluster_10,"(0.5, 0.5, 0.5, 1.0)",3728,51,bandeja1,21,-0.009734,3.929898,0.199245,68.52,-17.28,10.54,16,OPCION 4,2.0
16,urn1,Idelso García,IG,Alianza para el Progreso,APP,INDETERMINADO,Cluster_2,"(0.2, 0.8, 0.2, 1.0)",3728,23,bandeja1,21,-0.013099,4.046137,0.168088,-1.63,-18.29,-73.26,17,OPCION 4,2.1
5,urn1,José Balcázar,JB,Perú Libre,PL,OPCION 4,Cluster_1,"(1.0, 0.2, 0.2, 1.0)",3728,35,bandeja1,21,0.078135,3.989227,0.194919,93.16,6.98,92.48,18,OPCION 4,2.2
18,urn1,Mery Infantes,MI,Fuerza Popular,FP,INDETERMINADO,Cluster_2,"(0.2, 0.8, 0.2, 1.0)",3728,20,bandeja1,21,-0.014574,4.044456,0.158117,-0.75,-18.39,-75.69,19,OPCION 2,2.3
2,urn1,Alejandro Aguinaga,AA,Fuerza Popular,FP,INDETERMINADO,Cluster_1,"(1.0, 0.2, 0.2, 1.0)",3728,37,bandeja1,21,0.014338,3.949011,0.161278,18.98,-7.17,17.79,20,OPCION 4,2.4
22,urn1,Jorge Marticorena,JM,Alianza para el Progreso,APP,INDETERMINADO,Cluster_3,"(0.2, 0.5, 1.0, 1.0)",3728,18,bandeja1,21,-0.014035,4.036109,0.150594,2.23,-18.45,-84.28,21,OPCION 4,2.5
28,urn1,Magally Santisteban,MS,Fuerza Popular,FP,INDETERMINADO,Cluster_3,"(0.2, 0.5, 1.0, 1.0)",3728,27,bandeja1,21,-0.075777,3.991051,0.151426,93.97,-0.09,-74.24,22,OPCION 2,2.6
8,urn1,Isabel Cortez,IC,No agrupado,NA,INDETERMINADO,Cluster_1,"(1.0, 0.2, 0.2, 1.0)",3728,38,bandeja1,21,-0.081902,3.975926,0.152148,93.93,1.16,-74.18,23,OPCION 2,2.7
3,urn1,Yorel Alcarraz,YA,Somos Perú,SP,INDETERMINADO,Cluster_1,"(1.0, 0.2, 0.2, 1.0)",3728,36,bandeja1,21,0.02295,3.943844,0.149007,16.81,-11.43,31.22,24,OPCION 4,2.8
29,urn1,Rosio Torres,RT,Alianza para el Progreso,APP,INDETERMINADO,Cluster_3,"(0.2, 0.5, 1.0, 1.0)",3728,14,bandeja1,21,0.055083,4.066993,0.133889,-89.21,-1.36,-39.37,25,OPCION 4,2.9
21,urn1,George Málaga,GM,No agrupado,NA,INDETERMINADO,Cluster_3,"(0.2, 0.5, 1.0, 1.0)",3728,21,bandeja1,21,-0.016339,4.047312,0.136374,-0.19,-18.77,-75.48,26,OPCION 2,3.0
10,urn1,José Cueto,JC,Renovación Popular,RP,INDETERMINADO,Cluster_1,"(1.0, 0.2, 0.2, 1.0)",3728,34,bandeja1,21,0.020717,3.947268,0.139676,18.09,-9.41,24.6,27,OPCION 2,3.1
34,urn1,Elvis Vergara,EV,Acción Popular,AP,INDETERMINADO,Cluster_4,"(1.0, 0.8, 0.0, 1.0)",3728,15,bandeja1,21,-0.012749,4.045761,0.126799,-1.33,-19.01,-70.97,28,OPCION 4,3.2
7,urn1,Luis Cordero,LC,Alianza para el Progreso,APP,INDETERMINADO,Cluster_1,"(1.0, 0.2, 0.2, 1.0)",3728,30,bandeja1,21,0.043573,3.96291,0.135391,12.42,-16.05,49.93,29,OPCION 2,3.3
31,urn1,Jhakeline Ugarte,JU,Juntos por el Perú,JPP,OPCION 4,Cluster_4,"(1.0, 0.8, 0.0, 1.0)",3728,19,bandeja1,21,-0.013155,4.046299,0.106302,0.48,-19.44,-75.67,30,OPCION 4,3.4
40,urn1,Patricia Chirinos,PC,Renovación Popular,RP,OPCION 4,Cluster_4,"(1.0, 0.8, 0.0, 1.0)",3728,1,bandeja1,21,0.024716,3.965418,0.102391,0.86,0.05,-1.47,31,OPCION 4,3.5
20,urn1,Judith Laura,JL,Podemos Perú,PP,INDETERMINADO,Cluster_2,"(0.2, 0.8, 0.2, 1.0)",3728,16,bandeja1,21,0.000561,4.043229,0.118637,-6.5,-18.0,-55.65,32,OPCION 4,3.6
13,urn1,Jorge Flores,JF,Alianza para el Progreso,APP,INDETERMINADO,Cluster_2,"(0.2, 0.8, 0.2, 1.0)",3728,29,bandeja1,21,0.011641,3.943687,0.11748,18.97,-4.22,10.76,33,OPCION 4,3.7
30,urn1,Adriana Tudela,AT,Avanza País,AvP,INDETERMINADO,Cluster_3,"(0.2, 0.5, 1.0, 1.0)",3728,17,bandeja1,21,0.013305,4.046422,0.098572,-11.51,-15.92,-38.88,34,OPCION 4,3.8
36,urn1,Norma Yarrow,NY,Renovación Popular,RP,INDETERMINADO,Cluster_4,"(1.0, 0.8, 0.0, 1.0)",3728,7,bandeja1,21,0.016366,3.958078,0.092836,0.48,0.21,-6.34,35,VICIADO,3.9
35,urn1,José Williams,JW,Avanza País,AvP,INDETERMINADO,Cluster_4,"(1.0, 0.8, 0.0, 1.0)",3728,11,bandeja1,21,0.01569,4.055397,0.085294,-15.95,-11.89,-22.75,36,OPCION 2,4.0
15,urn1,Víctor Flores,VF,Fuerza Popular,FP,INDETERMINADO,Cluster_2,"(0.2, 0.8, 0.2, 1.0)",3728,26,bandeja1,21,-0.062543,4.031805,0.0933,10.64,-94.81,5.32,37,OPCION 2,4.1
12,urn1,Hamlet Echeverría,HE,Juntos por el Perú,JPP,OPCION 4,Cluster_2,"(0.2, 0.8, 0.2, 1.0)",3728,22,bandeja1,21,-0.04899,4.020986,0.092738,0.27,-94.73,15.81,38,OPCION 4,4.2
9,urn1,Flavio Cruz,FC,Perú Libre,PL,OPCION 4,Cluster_1,"(1.0, 0.2, 0.2, 1.0)",3728,25,bandeja1,21,-0.089757,3.981751,0.096995,-57.61,-98.11,73.47,39,OPCION 4,4.3
26,urn1,César Revilla,CR,Fuerza Popular,FP,INDETERMINADO,Cluster_3,"(0.2, 0.5, 1.0, 1.0)",3728,8,bandeja1,21,0.019199,3.962616,0.08302,0.56,0.27,-29.68,40,OPCION 2,4.4
27,urn1,Abel Reyes,AR,Perú Libre,PL,OPCION 4,Cluster_3,"(0.2, 0.5, 1.0, 1.0)",3728,9,bandeja1,21,0.015726,4.052271,0.076652,-17.31,-10.48,-16.31,41,OPCION 4,4.5
11,urn1,Pasión Dávila,PD,Bancada Socialista,BS,OPCION 4,Cluster_2,"(0.2, 0.8, 0.2, 1.0)",3728,24,bandeja1,21,-0.077115,3.978705,0.077957,94.44,0.69,-74.18,42,OPCION 4,4.6
39,urn1,Segundo Acuña,SA,Honor y Democracia,HyD,INDETERMINADO,Cluster_4,"(1.0, 0.8, 0.0, 1.0)",3728,28,bandeja1,21,-0.064158,4.002772,0.090334,94.42,-16.82,-75.4,43,OPCION 4,4.7
23,urn1,Esdras Medina,EM,Renovación Popular,RP,INDETERMINADO,Cluster_3,"(0.2, 0.5, 1.0, 1.0)",3728,10,bandeja1,21,-0.067321,3.980868,0.077353,-94.3,0.09,105.79,44,OPCION 2,4.8
