order,urn,name,name_acronym,party,party_acronym,vote,sim_seed,extraction_rank,bandeja_destino,sim_id,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,conteo_orden,conteo_rol,conteo_z
31,urn2,Nieves Limachi,NL,Juntos por el Perú,JPP,OPCION 4,6341,97,bandeja2,1,-0.127431,-4.122962,0.09003,-76.81,-42.73,-49.65,96,OPCION 4,10.0
12,urn2,Diego Bazán,DB,Renovación Popular,RP,INDETERMINADO,6341,96,bandeja2,1,0.073012,-4.010903,0.078459,0.14,105.19,5.51,97,OPCION 4,10.1
6,urn2,Maria del Carmen Alva,MCA,Acción Popular,AP,OPCION 2,6341,100,bandeja2,1,-0.05189,-3.95493,0.089981,-0.05,0.06,-37.35,98,OPCION 2,10.2
13,urn2,Guido Bellido,GR,Podemos Perú,FP,INDETERMINADO,6341,98,bandeja2,1,-0.055484,-4.139714,0.090006,0.12,-0.19,-46.57,99,OPCION 2,10.3
21,urn2,Raúl Doroteo,RD,No agrupado,NA,INDETERMINADO,6341,99,bandeja2,1,-0.012921,-3.978387,0.069911,-0.11,0.2,-30.83,100,OPCION 4,10.4
10,urn2,Alfredo Azurín,AA,Somos Perú,SP,INDETERMINADO,6341,101,bandeja2,1,-0.035598,-4.069724,0.137024,18.46,90.09,52.3,101,OPCION 2,10.5
22,urn2,Gladys Echaíz,GE,Honor y Democracia,HyD,INDETERMINADO,6341,102,bandeja2,1,0.08873,-3.924438,0.109727,-179.87,-0.12,26.03,102,OPCION 4,10.6
8,urn2,Rosselli Amuruz,RA,Avanza País,AvP,INDETERMINADO,6341,103,bandeja2,1,-0.034256,-4.06876,0.089904,-0.06,0.04,-16.35,103,OPCION 2,10.7
4,urn2,Lady Camones,LC,Alianza para el Progreso,APP,INDETERMINADO,6341,104,bandeja2,1,0.105734,-3.99449,0.11301,0.2,-135.39,12.77,104,OPCION 2,10.8
3,urn2,Ilich López,IL,Acción Popular,AP,OPCION 2,6341,107,bandeja2,1,-0.01737,-3.935285,0.122439,0.18,0.01,-2.97,105,OPCION 2,10.9
15,urn2,Ernesto Bustamante,EB,Fuerza Popular,FP,INDETERMINADO,6341,105,bandeja2,1,0.058603,-4.12976,0.089841,0.07,-0.11,86.89,106,OPCION 2,11.0
11,urn2,Rosangella Barbarán,RB,Fuerza Popular,FP,INDETERMINADO,6341,106,bandeja2,1,0.026805,-4.019754,0.086617,5.84,15.88,5.7,107,OPCION 4,11.1
14,urn2,Juan Burgos,JB,Podemos Perú,PP,INDETERMINADO,6341,108,bandeja2,1,-0.092603,-4.000184,0.089999,-0.0,0.08,-45.06,108,OPCION 2,11.2
1,urn2,Fernando Rospigliosi,FR,Fuerza Popular,FP,INDETERMINADO,6341,109,bandeja2,1,0.159686,-3.962516,0.089769,0.06,179.9,-77.15,109,OPCION 4,11.3
9,urn2,José Arriola,JA,Podemos Perú,PP,INDETERMINADO,6341,110,bandeja2,1,0.048073,-4.065651,0.099677,0.19,15.92,-2.84,110,OPCION 4,11.4
2,urn2,Waldemar Cerrón,WC,Perú Libre,PL,OPCION 4,6341,113,bandeja2,1,-0.08887,-3.992501,0.137126,-27.05,-90.1,133.93,111,OPCION 4,11.5
5,urn2,Alejandro Cavero,AC,Avanza País,AvP,INDETERMINADO,6341,111,bandeja2,1,0.03712,-4.013446,0.125841,5.38,15.9,5.33,112,OPCION 2,11.6
7,urn2,Carlos Alva,CA,Acción Popular,AP,INDETERMINADO,6341,112,bandeja2,1,0.025419,-4.008003,0.10872,7.28,15.19,11.93,113,OPCION 4,11.7
40,urn1,Patricia Chirinos,PC,Renovación Popular,RP,OPCION 4,3362,2,bandeja1,2,0.127964,3.928061,0.049998,-0.0,0.0,60.36,1,OPCION 4,0.5
39,urn1,Segundo Acuña,SA,Honor y Democracia,HyD,INDETERMINADO,3362,1,bandeja1,2,0.007784,4.148786,0.049965,-0.03,0.01,-4.65,2,OPCION 2,0.6
35,urn1,José Williams,JW,Avanza País,AvP,INDETERMINADO,3362,3,bandeja1,2,-0.124926,4.07157,0.04972,0.3,-179.97,53.8,3,OPCION 4,0.7
38,urn1,Mary Acuña,MA,Alianza para el Progreso,APP,INDETERMINADO,3362,4,bandeja1,2,-0.042371,3.858804,0.049604,-179.97,0.61,-17.89,4,OPCION 2,0.8
33,urn1,Elías Varas,EV,Juntos por el Perú,JPP,OPCION 4,3362,6,bandeja1,2,-0.043154,4.100242,0.049873,-0.01,-0.01,-4.6,5,OPCION 4,0.9
34,urn1,Elvis Vergara,EV,Acción Popular,AP,INDETERMINADO,3362,5,bandeja1,2,-0.02539,3.90908,0.049791,-0.02,0.16,-17.76,6,OPCION 4,1.0
36,urn1,Norma Yarrow,NY,Renovación Popular,RP,INDETERMINADO,3362,7,bandeja1,2,0.066276,3.867542,0.049309,-179.91,-0.32,26.57,7,OPCION 4,1.1
31,urn1,Jhakeline Ugarte,JU,Juntos por el Perú,JPP,OPCION 4,3362,10,bandeja1,2,0.088721,3.993353,0.049998,-0.0,-0.01,85.41,8,OPCION 4,1.2
29,urn1,Rosio Torres,RT,Alianza para el Progreso,APP,INDETERMINADO,3362,8,bandeja1,2,-0.053113,4.048344,0.049963,-0.03,0.06,-4.64,9,OPCION 4,1.3
30,urn1,Adriana Tudela,AT,Avanza País,AvP,INDETERMINADO,3362,9,bandeja1,2,-0.135728,3.93929,0.050199,0.16,0.35,113.94,10,OPCION 4,1.4
27,urn1,Abel Reyes,AR,Perú Libre,PL,OPCION 4,3362,13,bandeja1,2,0.044792,3.928016,0.049968,0.01,-0.01,-62.98,11,OPCION 4,1.5
32,urn1,Héctor Valer,HV,Somos Perú,SP,INDETERMINADO,3362,11,bandeja1,2,0.146723,3.927076,0.070812,-0.04,1.5,64.99,12,OPCION 2,1.6
37,urn1,Óscar Zea,OZ,Somos Perú,SP,INDETERMINADO,3362,12,bandeja1,2,0.072964,3.859357,0.069306,-179.99,-0.31,33.94,13,OPCION 2,1.7
20,urn1,Judith Laura,JL,Podemos Perú,PP,INDETERMINADO,3362,14,bandeja1,2,-0.040408,3.86382,0.069683,-0.02,0.5,-54.94,14,OPCION 4,1.8
23,urn1,Esdras Medina,EM,Renovación Popular,RP,INDETERMINADO,3362,15,bandeja1,2,-0.009375,4.162943,0.069908,-0.02,-0.06,2.17,15,OPCION 2,1.9
18,urn1,Mery Infantes,MI,Fuerza Popular,FP,INDETERMINADO,3362,16,bandeja1,2,0.108344,4.075399,0.049992,-0.02,180.0,50.15,16,OPCION 4,2.0
25,urn1,Auristela Obando,AO,Fuerza Popular,FP,INDETERMINADO,3362,17,bandeja1,2,0.025472,4.047862,0.049631,0.61,-0.28,5.5,17,OPCION 4,2.1
26,urn1,César Revilla,CR,Fuerza Popular,FP,INDETERMINADO,3362,18,bandeja1,2,0.123746,4.090866,0.070039,-0.07,-0.05,36.37,18,OPCION 4,2.2
21,urn1,George Málaga,GM,No agrupado,NA,INDETERMINADO,3362,19,bandeja1,2,-0.136003,3.939663,0.07014,-0.03,0.31,114.12,19,OPCION 2,2.3
16,urn1,Idelso García,IG,Alianza para el Progreso,APP,INDETERMINADO,3362,20,bandeja1,2,-0.128524,4.060286,0.069729,-0.25,179.75,-82.34,20,OPCION 4,2.4
24,urn1,Segundo Montalvo,SM,Perú Libre,PL,INDETERMINADO,3362,21,bandeja1,2,-0.060322,3.975067,0.050009,0.0,0.01,23.81,21,OPCION 4,2.5
28,urn1,Magally Santisteban,MS,Fuerza Popular,FP,INDETERMINADO,3362,22,bandeja1,2,-0.091724,3.929548,0.066253,89.98,0.0,-66.05,22,OPCION 2,2.6
13,urn1,Jorge Flores,JF,Alianza para el Progreso,APP,INDETERMINADO,3362,23,bandeja1,2,-0.105364,3.999987,0.077053,-100.41,89.89,37.83,23,OPCION 2,2.7
11,urn1,Pasión Dávila,PD,Bancada Socialista,BS,OPCION 4,3362,24,bandeja1,2,-0.05686,4.109151,0.069913,0.11,-0.03,-0.54,24,OPCION 4,2.8
12,urn1,Hamlet Echeverría,HE,Juntos por el Perú,JPP,OPCION 4,3362,26,bandeja1,2,0.066254,4.043746,0.069955,-0.12,-0.07,36.4,25,OPCION 4,2.9
22,urn1,Jorge Marticorena,JM,Alianza para el Progreso,APP,INDETERMINADO,3362,25,bandeja1,2,0.073264,4.115302,0.049815,179.88,0.1,50.18,26,OPCION 2,3.0
4,urn1,Luis Alegría,LA,Fuerza Popular,FP,OPCION 2,3362,29,bandeja1,2,0.140072,4.009203,0.06009,-24.8,-0.01,-94.7,27,OPCION 2,3.1
17,urn1,Nelcy Heidinger,NH,Alianza para el Progreso,APP,INDETERMINADO,3362,27,bandeja1,2,0.021906,3.901646,0.069866,0.38,0.07,-56.29,28,OPCION 4,3.2
15,urn1,Víctor Flores,VF,Fuerza Popular,FP,INDETERMINADO,3362,28,bandeja1,2,-0.058083,3.943123,0.069965,-0.03,0.07,-66.05,29,OPCION 2,3.3
8,urn1,Isabel Cortez,IC,No agrupado,NA,INDETERMINADO,3362,30,bandeja1,2,-0.043989,3.853181,0.089578,-0.34,0.37,-112.39,30,OPCION 4,3.4
6,urn1,Nilza Chacón,NC,Fuerza Popular,FP,INDETERMINADO,3362,31,bandeja1,2,-0.122732,4.09835,0.089688,179.72,-0.18,64.3,31,OPCION 4,3.5
9,urn1,Flavio Cruz,FC,Perú Libre,PL,OPCION 4,3362,34,bandeja1,2,-0.000851,3.975925,0.063215,1.77,22.53,27.49,32,OPCION 4,3.6
14,urn1,Alex Flores,AF,Bancada Socialista,BS,OPCION 4,3362,35,bandeja1,2,-0.056701,4.070808,0.083416,-144.03,0.04,-0.48,33,OPCION 4,3.7
19,urn1,Patricia Juárez,PJ,Fuerza Popular,FP,INDETERMINADO,3362,32,bandeja1,2,0.061825,4.13309,0.069916,-0.05,-0.01,-76.77,34,OPCION 4,3.8
10,urn1,José Cueto,JC,Renovación Popular,RP,INDETERMINADO,3362,33,bandeja1,2,0.016071,4.096083,0.069897,-0.07,-0.03,105.54,35,VICIADO,3.9
